Stock Code,Name of Securities,Category,Sub-Category,Board Lot,Par Value,ISIN,Expiry Date,Subject to Stamp Duty,Shortsell Eligible,CAS Eligible,VCM Eligible,Admitted to Stock Options,Admitted to Stock Futures,Admitted to CCASS,ETF / Fund Manager,Debt Securities Board Lot (Nominal),Debt Securities Investor Type
5012,YNANEIOF B2011,Debt Securities,,"2,000",,XS1711591997,14/11/2020,,,,,,,,,"USD 200,000",Professional
5013,YNANEIOF B2211,Debt Securities,,"2,000",,XS1713491840,14/11/2022,,,,,,,,,"USD 200,000",Professional
5014,ICBCIL FN N2211,Debt Securities,,"2,000",,XS1716970345,15/11/2022,,,,,,,,,"USD 200,000",Professional
5015,ICBCIL FN N2711,Debt Securities,,"2,000",,XS1716970261,15/11/2027,,,,,,,,,"USD 200,000",Professional
5016,DJ HAIYU SGPS,Debt Securities,,"2,000",,XS2008565116,,,,,,,,,,"USD 200,000",Professional
5017,CMBC N2011A,Debt Securities,,"2,000",,XS1718305599,15/11/2020,,,,,,,,,"USD 200,000",Professional
5018,CMBC N2011B,Debt Securities,,"2,000",,XS1718305326,15/11/2020,,,,,,,,,"USD 200,000",Professional
5019,FWDGP LTD SPCSB,Debt Securities,,"2,000",,XS1716777344,,,,,,,,,,"USD 200,000",Professional
5020,CDB N2111,Debt Securities,,"1,000",,XS1711173218,16/11/2021,,,,,,,,,"EUR 100,000",Professional
5021,CDB N2211,Debt Securities,,"2,000",,XS1711039591,16/11/2022,,,,,,,,,"USD 200,000",Professional
5022,EASTAIR B2011,Debt Securities,,"2,500",,XS1716793978,16/11/2020,,,,,,,,,"SGD 250,000",Professional
5023,HKINTQD B2012,Debt Securities,,"2,000",,XS1726328310,04/12/2020,,,,,,,,,"USD 200,000",Professional
5024,HARVEST B2211,Debt Securities,,"20,000",,XS1716796641,21/11/2022,,,,,,,,,"HKD 2,000,000",Professional
5025,AGRBK N2111,Debt Securities,,"2,000",,XS1897393200,07/11/2021,,,,,,,,,"USD 200,000",Professional
5026,KINGTALENT GSPS,Debt Securities,,"2,000",,XS1720930780,,,,,,,,,,"USD 200,000",Professional
5027,DANGDAI N2011,Debt Securities,,"2,000",,XS1717215047,20/11/2020,,,,,,,,,"USD 200,000",Professional
5028,AGRBK N2311,Debt Securities,,"2,000",,XS1897393382,07/11/2023,,,,,,,,,"USD 200,000",Professional
5029,WING LUNG N2711,Debt Securities,,"2,000",,XS1716657876,22/11/2027,,,,,,,,,"USD 200,000",Professional
5030,FRANSHION SGPSD,Debt Securities,,"2,000",,XS1709294380,,,,,,,,,,"USD 200,000",Professional
5031,JICZHIXIN B2211,Debt Securities,,"2,000",,XS1713594494,24/11/2022,,,,,,,,,"USD 200,000",Professional
5032,JICZHIXIN B2711,Debt Securities,,"2,000",,XS1713594577,24/11/2027,,,,,,,,,"USD 200,000",Professional
5033,CLP-PF N2911,Debt Securities,,"5,000",,XS1721157995,24/11/2029,,,,,,,,,"AUD 500,000",Professional
5034,CHIYU BANK USCS,Debt Securities,,"2,000",,XS1720307344,,,,,,,,,,"USD 200,000",Professional
5036,TIANQI FN N2211,Debt Securities,,"2,000",,XS1669865591,28/11/2022,,,,,,,,,"USD 200,000",Professional
5037,CSCFIN II N2211,Debt Securities,,"2,000",,XS1721386834,29/11/2022,,,,,,,,,"USD 200,000",Professional
5038,CSCFIN II N2711,Debt Securities,,"2,000",,XS1721386917,29/11/2027,,,,,,,,,"USD 200,000",Professional
5039,TIMES CHN N2303,Debt Securities,,"2,000",,XS1725308859,02/03/2023,,,,,,,,,"USD 200,000",Professional
5040,BINHAI B2011,Debt Securities,,"2,000",,XS1720887758,30/11/2020,,,,,,,,,"USD 200,000",Professional
5041,ORIENT HZ B2211,Debt Securities,,"2,000",,XS1721764709,30/11/2022,,,,,,,,,"USD 200,000",Professional
5042,SZ INTL SPCS,Debt Securities,,"2,000",,XS1720499588,,,,,,,,,,"USD 200,000",Professional
5043,SHACOMBNK N2711,Debt Securities,,"2,000",,XS1720518478,29/11/2027,,,,,,,,,"USD 200,000",Professional
5044,YANKUANG B2011,Debt Securities,,"2,000",,XS1728036952,30/11/2020,,,,,,,,,"USD 200,000",Professional
5045,MULPHAMTN N2012,Debt Securities,,"1,000",,XS1725110313,01/12/2020,,,,,,,,,"USD 100,000",Professional
5046,BOCOM N2012,Debt Securities,,"2,000",,XS1717086133,04/12/2020,,,,,,,,,"USD 200,000",Professional
5047,BOCOM N2212,Debt Securities,,"2,000",,XS1717086307,04/12/2022,,,,,,,,,"USD 200,000",Professional
5048,HKINTQD B2212,Debt Securities,,"2,000",,XS1720885463,04/12/2022,,,,,,,,,"USD 200,000",Professional
5049,CCB N2012A,Debt Securities,,"2,000",,XS1727231281,04/12/2020,,,,,,,,,"USD 200,000",Professional
5050,CCB N2212,Debt Securities,,"2,000",,XS1727497049,04/12/2022,,,,,,,,,"USD 200,000",Professional
5051,CCB N2012B,Debt Securities,,"2,000",,XS1727496744,04/12/2020,,,,,,,,,"USD 200,000",Professional
5052,ANTONOIL N2012,Debt Securities,,"2,000",,XS1719264324,05/12/2020,,,,,,,,,"USD 200,000",Professional
5053,NJ YANGZI B2212,Debt Securities,,"2,000",,XS1717854720,05/12/2022,,,,,,,,,"USD 200,000",Professional
5054,NJ YANGZI B2712,Debt Securities,,"2,000",,XS1717856261,05/12/2027,,,,,,,,,"USD 200,000",Professional
5055,CINDA FIN N3712,Debt Securities,,"2,000",,XS1728342640,04/12/2037,,,,,,,,,"USD 200,000",Professional
5056,CZ INTL B2012,Debt Securities,,"2,000",,XS1712239463,04/12/2020,,,,,,,,,"USD 200,000",Professional
5057,GSTOURISM B2012,Debt Securities,,"1,000",,XS1728622090,07/12/2020,,,,,,,,,"EUR 100,000",Professional
5058,CGNPC INT B2211,Debt Securities,,"2,000",,XS1725552928,11/12/2022,,,,,,,,,"USD 200,000",Professional
5059,CGNPC INT B2711,Debt Securities,,"2,000",,XS1733841735,11/12/2027,,,,,,,,,"USD 200,000",Professional
5060,CKI FIN B2412,Debt Securities,,"1,000",,XS1733226747,12/12/2024,,,,,,,,,"EUR 100,000",Professional
5061,HT INTL B2012,Debt Securities,,"2,000",,XS1726069625,12/12/2020,,,,,,,,,"USD 200,000",Professional
5062,CDCCIC B2712,Debt Securities,,"2,000",,XS1733835257,13/12/2027,,,,,,,,,"USD 200,000",Professional
5063,SDIS XINH B2106,Debt Securities,,"2,000",,XS1728741346,14/06/2021,,,,,,,,,"USD 200,000",Professional
5064,VCREDIT N2106,Debt Securities,,"2,000",,XS2013677351,20/06/2021,,,,,,,,,"USD 200,000",Professional
5065,XINXING B2012,Debt Securities,,"2,000",,XS1735831502,14/12/2020,,,,,,,,,"USD 200,000",Professional
5066,CITBK B2012A,Debt Securities,,"2,000",,XS1733220898,14/12/2020,,,,,,,,,"USD 200,000",Professional
5067,CITBK B2212A,Debt Securities,,"2,000",,XS1733221516,14/12/2022,,,,,,,,,"USD 200,000",Professional
5068,CITBK B2012B,Debt Securities,,"2,000",,XS1733220112,14/12/2020,,,,,,,,,"USD 200,000",Professional
5069,CITBK B2212B,Debt Securities,,"2,000",,XS1733221359,14/12/2022,,,,,,,,,"USD 200,000",Professional
5070,WUHAN SOA N2012,Debt Securities,,"2,000",,XS1732020752,18/12/2020,,,,,,,,,"USD 200,000",Professional
5071,CIFI HLDG SPCSB,Debt Securities,,"2,000",,XS1732152589,,,,,,,,,,"USD 200,000",Professional
5072,YZ URBAN N2012,Debt Securities,,"2,000",,XS1733860362,19/12/2020,,,,,,,,,"USD 200,000",Professional
5073,UGAOXIN B2012,Debt Securities,,"2,000",,XS1733734658,20/12/2020,,,,,,,,,"USD 200,000",Professional
5074,HCG N2012,Debt Securities,,"2,000",,XS1738361473,20/12/2020,,,,,,,,,"USD 200,000",Professional
5075,CHARM LGT N2712,Debt Securities,,"2,000",,XS1692177774,21/12/2027,,,,,,,,,"USD 200,000",Professional
5076,CHARM LGT N2012,Debt Securities,,"2,000",,XS1692178665,21/12/2020,,,,,,,,,"USD 200,000",Professional
5077,CHARM LGT UGPS,Debt Securities,,"2,000",,XS1692177857,,,,,,,,,,"USD 200,000",Professional
5078,LUSO BANK N2712,Debt Securities,,"2,000",,XS1737492287,28/12/2027,,,,,,,,,"USD 200,000",Professional
5079,CM BANK N2206,Debt Securities,,"2,000",,XS2014290485,19/06/2022,,,,,,,,,"USD 200,000",Professional
5080,CDB N2212,Debt Securities,,"2,000",,XS1740272007,28/12/2022,,,,,,,,,"USD 200,000",Professional
5081,HANRUI OS B2012,Debt Securities,,"2,000",,XS1732658833,28/12/2020,,,,,,,,,"USD 200,000",Professional
5082,SP MTN FN N2801,Debt Securities,,"2,000",,XS1743657683,10/01/2028,,,,,,,,,"USD 200,000",Professional
5083,CITIC LTD N2307,Debt Securities,,"2,000",,XS1743727056,11/07/2023,,,,,,,,,"USD 200,000",Professional
5084,CITIC LTD N2801,Debt Securities,,"2,000",,XS1743727130,11/01/2028,,,,,,,,,"USD 200,000",Professional
5085,WHARFREIC N2801,Debt Securities,,"2,000",,XS1751002707,17/01/2028,,,,,,,,,"USD 200,000",Professional
5086,TIMES CHN N2101,Debt Securities,,"2,000",,XS1749435324,17/01/2021,,,,,,,,,"USD 200,000",Professional
5087,LF BOND18 N2301,Debt Securities,,"2,000",,XS1747539465,18/01/2023,,,,,,,,,"USD 200,000",Professional
5088,CQHCCT B2207,Debt Securities,,"2,000",,XS2017903100,18/07/2022,,,,,,,,,"USD 200,000",Professional
5089,BLUESTAR SGPS A,Debt Securities,,"2,000",,XS1897112980,,,,,,,,,,"USD 200,000",Professional
5090,CHANG DEV B2111,Debt Securities,,"2,000",,XS1902140521,08/11/2021,,,,,,,,,"USD 200,000",Professional
5091,TENCENT N2301A,Debt Securities,,"2,000",,US88032XAE40,19/01/2023,,,,,,,,,"USD 200,000",Professional
5092,TENCENT N2301B,Debt Securities,,"2,000",,US88032XAJ37,19/01/2023,,,,,,,,,"USD 200,000",Professional
5093,TENCENT N2801,Debt Securities,,"2,000",,US88032XAG97,19/01/2028,,,,,,,,,"USD 200,000",Professional
5094,TENCENT N3801,Debt Securities,,"2,000",,US88032XAH70,19/01/2038,,,,,,,,,"USD 200,000",Professional
5095,ZY SINCER B2101,Debt Securities,,"2,000",,XS1747575345,19/01/2021,,,,,,,,,"USD 200,000",Professional
5096,LDR GOAL SGPS,Debt Securities,,"2,000",,XS1649890891,,,,,,,,,,"USD 200,000",Professional
5097,ROSYDELTA N2301,Debt Securities,,"2,000",,XS1640830474,19/01/2023,,,,,,,,,"USD 200,000",Professional
5098,GX FN INV B2101,Debt Securities,,"2,000",,XS1750084540,23/01/2021,,,,,,,,,"USD 200,000",Professional
5099,CONCORDNE N2101,Debt Securities,,"2,000",,XS1676123851,23/01/2021,,,,,,,,,"USD 200,000",Professional
5100,KUNZHI B2105,Debt Securities,,"2,000",,XS1816204553,21/05/2021,,,,,,,,,"USD 200,000",Professional
5101,VKEREHK N2305,Debt Securities,,"2,000",,XS1823770828,25/05/2023,,,,,,,,,"USD 200,000",Professional
5104,CGWIH III N2305,Debt Securities,,"2,000",,XS1819966687,25/05/2023,,,,,,,,,"USD 200,000",Professional
5105,ANSTEEL B2305,Debt Securities,,"20,000",,XS1769341071,25/05/2023,,,,,,,,,"HKD 2,000,000",Professional
5106,COGO FIN N2106,Debt Securities,,"2,000",,XS1823212904,01/06/2021,,,,,,,,,"USD 200,000",Professional
5107,FPC CAP B2505,Debt Securities,,"2,000",,XS1822295983,30/05/2025,,,,,,,,,"USD 200,000",Professional
5108,CM BANK N2106,Debt Securities,,"2,000",,XS1822860521,01/06/2021,,,,,,,,,"USD 200,000",Professional
5109,TIMES CHN N2106,Debt Securities,,"2,000",,XS1831884702,04/06/2021,,,,,,,,,"USD 200,000",Professional
5110,GUORUI PT N2006,Debt Securities,,"2,000",,XS1831870826,07/06/2020,,,,,,,,,"USD 200,000",Professional
5111,CCB N2106,Debt Securities,,"2,000",,XS1832936055,08/06/2021,,,,,,,,,"USD 200,000",Professional
5112,CCB N2306,Debt Securities,,"2,000",,XS1832939406,08/06/2023,,,,,,,,,"USD 200,000",Professional
5113,BOCL N2006B,Debt Securities,,"10,000",,HK0000422813,07/06/2020,,,,,,,,,"HKD 1,000,000",Professional
5114,BOCL N2106,Debt Securities,,"2,000",,XS1830915572,07/06/2021,,,,,,,,,"USD 200,000",Professional
5115,BOCL N2306,Debt Securities,,"2,000",,XS1832452103,07/06/2023,,,,,,,,,"USD 200,000",Professional
5116,CEBHK N2106,Debt Securities,,"2,000",,XS1823226524,13/06/2021,,,,,,,,,"USD 200,000",Professional
5117,JZBD B2106,Debt Securities,,"2,000",,XS1837047965,14/06/2021,,,,,,,,,"USD 200,000",Professional
5118,ICBC ASIA B2106,Debt Securities,,"2,000",,XS1839369300,21/06/2021,,,,,,,,,"USD 200,000",Professional
5119,ICBC ASIA B2306,Debt Securities,,"2,000",,XS1839372601,21/06/2023,,,,,,,,,"USD 200,000",Professional
5120,ICBC ASIA B2006,Debt Securities,,"10,000",,HK0000425899,21/06/2020,,,,,,,,,"HKD 1,000,000",Professional
5122,GRNL GLB N2109,Debt Securities,,"2,000",,XS1840467762,26/09/2021,,,,,,,,,"USD 200,000",Professional
5123,HORSE GAL N2106,Debt Securities,,"2,000",,XS1831431660,28/06/2021,,,,,,,,,"USD 200,000",Professional
5124,ZHENROPPT N2006,Debt Securities,,"2,000",,XS1821808588,28/06/2020,,,,,,,,,"USD 200,000",Professional
5125,FE HORI N2107,Debt Securities,,"2,000",,XS1841083485,03/07/2021,,,,,,,,,"USD 200,000",Professional
5126,HUARONG17 N2107,Debt Securities,,"2,000",,XS1845207536,03/07/2021,,,,,,,,,"USD 200,000",Professional
5127,HUARONG17 N2307,Debt Securities,,"2,000",,XS1845207700,03/07/2023,,,,,,,,,"USD 200,000",Professional
5128,LEGEND FT N2107,Debt Securities,,"2,000",,XS1839758205,16/07/2021,,,,,,,,,"USD 200,000",Professional
5129,CDBL FND2 N2107,Debt Securities,,"2,000",,XS1845139515,18/07/2021,,,,,,,,,"USD 200,000",Professional
5130,SF HLDG N2307,Debt Securities,,"2,000",,XS1837976460,26/07/2023,,,,,,,,,"USD 200,000",Professional
5131,SINOOCEAN N2107,Debt Securities,,"2,000",,XS1839375539,31/07/2021,,,,,,,,,"USD 200,000",Professional
5132,GSHA TOUR B2108,Debt Securities,,"2,000",,XS1856020950,02/08/2021,,,,,,,,,"USD 200,000",Professional
5133,TRD HOR N2108,Debt Securities,,"2,000",,XS1839763114,02/08/2021,,,,,,,,,"USD 200,000",Professional
5134,CMHI FIN N2308,Debt Securities,,"2,000",,XS1856799421,06/08/2023,,,,,,,,,"USD 200,000",Professional
5135,CMHI FIN N2808,Debt Securities,,"2,000",,XS1856800450,06/08/2028,,,,,,,,,"USD 200,000",Professional
5136,MENGNIU B2308,Debt Securities,,"2,000",,XS1859213289,07/08/2023,,,,,,,,,"USD 200,000",Professional
5137,BOCL N2108,Debt Securities,,"2,000",,XS1864348203,09/08/2021,,,,,,,,,"USD 200,000",Professional
5138,KWG GROUP N2108,Debt Securities,,"2,000",,XS1811206066,09/08/2021,,,,,,,,,"USD 200,000",Professional
5139,WUHAN RE B2108,Debt Securities,,"2,000",,XS1830018765,09/08/2021,,,,,,,,,"USD 200,000",Professional
5140,SANDS N2308,Debt Securities,,"2,000",,USG7801RAA70,08/08/2023,,,,,,,,,"USD 200,000",Professional
5141,SANDS N2508,Debt Securities,,"2,000",,USG7801RAB53,08/08/2025,,,,,,,,,"USD 200,000",Professional
5142,SANDS N2808,Debt Securities,,"2,000",,USG7801RAC37,08/08/2028,,,,,,,,,"USD 200,000",Professional
5143,TUSPARK B2108,Debt Securities,,"2,000",,XS1863988157,15/08/2021,,,,,,,,,"USD 200,000",Professional
5144,NIMBLE B2008,Debt Securities,,"2,000",,XS1860189585,16/08/2020,,,,,,,,,"USD 200,000",Professional
5145,BCEG HK B2108,Debt Securities,,"2,000",,XS1819587665,20/08/2021,,,,,,,,,"USD 200,000",Professional
5146,ZJ BARON B2108,Debt Securities,,"2,000",,XS1866973834,27/08/2021,,,,,,,,,"USD 200,000",Professional
5147,FUFENG B2108,Debt Securities,,"2,000",,XS1834756063,28/08/2021,,,,,,,,,"USD 200,000",Professional
5149,LINGANG N2109,Debt Securities,,"2,000",,XS1873467622,05/09/2021,,,,,,,,,"USD 200,000",Professional
5150,HUAFA18I B2109,Debt Securities,,"2,000",,XS1863334030,07/09/2021,,,,,,,,,"USD 200,000",Professional
5151,CHALCOHKI B2109,Debt Securities,,"2,000",,XS1876071751,07/09/2021,,,,,,,,,"USD 200,000",Professional
5152,GRANDA B2109,Debt Securities,,"2,000",,XS1843422947,11/09/2021,,,,,,,,,"USD 200,000",Professional
5153,CGNPC INT B2309,Debt Securities,,"2,000",,XS1867406024,11/09/2023,,,,,,,,,"USD 200,000",Professional
5154,CGNPC INT B4809,Debt Securities,,"2,000",,XS1877669827,11/09/2048,,,,,,,,,"USD 200,000",Professional
5155,CICC16MTN N2109,Debt Securities,,"2,000",,XS1852578431,11/09/2021,,,,,,,,,"USD 200,000",Professional
5156,CEHL N2109,Debt Securities,,"2,000",,XS1867060722,11/09/2021,,,,,,,,,"USD 200,000",Professional
5157,CQWS DEV B2109,Debt Securities,,"2,000",,XS1875469154,12/09/2021,,,,,,,,,"USD 200,000",Professional
5158,ANHUI THG B2109,Debt Securities,,"2,000",,XS1867018282,13/09/2021,,,,,,,,,"USD 200,000",Professional
5159,SINOPEC N2309,Debt Securities,,"2,000",,USG82016AA75,12/09/2023,,,,,,,,,"USD 200,000",Professional
5160,SINOPEC N2509,Debt Securities,,"2,000",,USG82016AB58,12/09/2025,,,,,,,,,"USD 200,000",Professional
5161,SINOPEC N2809,Debt Securities,,"2,000",,USG82016AC32,12/09/2028,,,,,,,,,"USD 200,000",Professional
5162,SINOPEC N4809,Debt Securities,,"2,000",,USG82016AD15,12/09/2048,,,,,,,,,"USD 200,000",Professional
5163,BOCHK NCSCS,Debt Securities,,"2,000",,US06428YAA47,,,,,,,,,,"USD 200,000",Professional
5164,POLY RE B2309,Debt Securities,,"2,000",,XS1873112764,17/09/2023,,,,,,,,,"USD 200,000",Professional
5165,EXP LEAD B2109,Debt Securities,,"2,000",,XS1864361560,18/09/2021,,,,,,,,,"USD 200,000",Professional
5166,CSGIF BVI N2309,Debt Securities,,"2,000",,XS1874715086,18/09/2023,,,,,,,,,"USD 200,000",Professional
5167,CSGIF BVI N2809,Debt Securities,,"2,000",,XS1874715169,18/09/2028,,,,,,,,,"USD 200,000",Professional
5168,INVENTIV N2109,Debt Securities,,"2,000",,XS1879569355,19/09/2021,,,,,,,,,"USD 200,000",Professional
5169,INVENTIV N2109B,Debt Securities,,"2,000",,XS1879568894,19/09/2021,,,,,,,,,"USD 200,000",Professional
5170,AIA GROUP N2109,Debt Securities,,"2,000",,US00131MAG87,20/09/2021,,,,,,,,,"USD 200,000",Professional
5171,CEBHK N2109,Debt Securities,,"2,000",,XS1866651471,19/09/2021,,,,,,,,,"USD 200,000",Professional
5172,XINGSHENG B2109,Debt Securities,,"2,000",,XS1867560028,20/09/2021,,,,,,,,,"USD 200,000",Professional
5173,CCB N2109,Debt Securities,,"2,000",,XS1880301228,24/09/2021,,,,,,,,,"USD 200,000",Professional
5174,SCIG INTL N2109,Debt Securities,,"2,000",,XS1852561031,26/09/2021,,,,,,,,,"USD 200,000",Professional
5175,SPD BK N2109,Debt Securities,,"2,000",,XS1881488321,24/09/2021,,,,,,,,,"USD 200,000",Professional
5176,SIHC INTL N2109,Debt Securities,,"2,000",,XS1879843438,26/09/2021,,,,,,,,,"USD 200,000",Professional
5177,SIHC INTL N2309,Debt Securities,,"2,000",,XS1879855879,26/09/2023,,,,,,,,,"USD 200,000",Professional
5178,CM BANK N2109,Debt Securities,,"2,000",,XS1880327298,26/09/2021,,,,,,,,,"USD 200,000",Professional
5179,CM BANK N2309,Debt Securities,,"2,000",,XS1880326647,26/09/2023,,,,,,,,,"USD 200,000",Professional
5180,ADBC B2109,Debt Securities,,"2,000",,XS1880465098,27/09/2021,,,,,,,,,"USD 200,000",Professional
5181,CSSC ONE B2109,Debt Securities,,"2,000",,XS1882614008,27/09/2021,,,,,,,,,"USD 200,000",Professional
5182,CSSC TWO B2309,Debt Securities,,"1,000",,XS1882616474,27/09/2023,,,,,,,,,"EUR 100,000",Professional
5183,MAOYE INT N2009,Debt Securities,,"2,000",,XS1870447155,27/09/2020,,,,,,,,,"USD 200,000",Professional
5184,ZHENROPPT N2101,Debt Securities,,"2,000",,XS1882430298,02/01/2021,,,,,,,,,"USD 200,000",Professional
5185,BI HAI N2203,Debt Securities,,"2,000",,XS1880734840,05/03/2022,,,,,,,,,"USD 200,000",Professional
5186,ANHUI INV B2110,Debt Securities,,"2,000",,XS1891659358,18/10/2021,,,,,,,,,"USD 200,000",Professional
5187,YLDKING N2110,Debt Securities,,"2,000",,XS1884717817,18/10/2021,,,,,,,,,"USD 200,000",Professional
5188,ZIJIN CAP N2110,Debt Securities,,"2,000",,XS1876507556,18/10/2021,,,,,,,,,"USD 200,000",Professional
5189,WEIFANG B2110,Debt Securities,,"2,000",,XS1860185757,23/10/2021,,,,,,,,,"USD 200,000",Professional
5190,JIAYUAN N2010,Debt Securities,,"2,000",,XS1877991718,22/10/2020,,,,,,,,,"USD 200,000",Professional
5192,SDG FIN I B2110,Debt Securities,,"2,000",,XS1861226238,23/10/2021,,,,,,,,,"USD 200,000",Professional
5193,SPIC LUX B2110,Debt Securities,,"2,000",,XS1843450567,30/10/2021,,,,,,,,,"USD 200,000",Professional
5194,SPIC LUX B2310,Debt Securities,,"2,000",,XS1892681146,30/10/2023,,,,,,,,,"USD 200,000",Professional
5195,SPC CEN N2010,Debt Securities,,"10,000",,XS1894671418,31/10/2020,,,,,,,,,"HKD 1,000,000",Professional
5196,OCNWDE D3 N2110,Debt Securities,,"2,000",,XS1893891595,31/10/2021,,,,,,,,,"USD 200,000",Professional
5197,TZ URBAN B2111,Debt Securities,,"2,000",,XS1900193738,06/11/2021,,,,,,,,,"USD 200,000",Professional
5198,SOAR WISE N2111,Debt Securities,,"2,000",,XS1902390043,06/11/2021,,,,,,,,,"USD 200,000",Professional
5199,CNCB INTL UCS B,Debt Securities,,"2,000",,XS1897158546,,,,,,,,,,"USD 200,000",Professional
5200,BOCL N2005,Debt Securities,,"2,000",,XS1608002082,11/05/2020,,,,,,,,,"USD 200,000",Professional
5201,CDAPXC B2207,Debt Securities,,"2,000",,XS2025664306,18/07/2022,,,,,,,,,"USD 200,000",Professional
5202,BOCOM N2005,Debt Securities,,"2,000",,XS1602317189,15/05/2020,,,,,,,,,"USD 200,000",Professional
5203,BOCOM N2205,Debt Securities,,"2,000",,XS1612095387,15/05/2022,,,,,,,,,"USD 200,000",Professional
5204,BEA UCS B,Debt Securities,,"2,000",,XS1615078141,,,,,,,,,,"USD 200,000",Professional
5205,RADIANT GSPCS,Debt Securities,,"2,000",,XS1607974877,,,,,,,,,,"USD 200,000",Professional
5206,CDHT INV N2111,Debt Securities,,"2,000",,XS1901318664,14/11/2021,,,,,,,,,"USD 200,000",Professional
5207,SHKP(CM)L GSPCS,Debt Securities,,"2,000",,XS1617128928,,,,,,,,,,"USD 200,000",Professional
5208,SINOCHEM N2205,Debt Securities,,"2,000",,XS1619012450,24/05/2022,,,,,,,,,"USD 200,000",Professional
5209,AMBER TRE N2005,Debt Securities,,"2,000",,XS1619006643,25/05/2020,,,,,,,,,"USD 200,000",Professional
5210,MCC(HK)CL N2005,Debt Securities,,"2,000",,XS1620297462,31/05/2020,,,,,,,,,"USD 200,000",Professional
5211,MTRC(CI) N3205,Debt Securities,,"5,000",,XS1619848762,17/05/2032,,,,,,,,,"AUD 500,000",Professional
5212,CCB N2005,Debt Securities,,"2,000",,XS1622512793,31/05/2020,,,,,,,,,"USD 200,000",Professional
5213,BJ GAS SG N2205,Debt Securities,,"2,000",,XS1612471117,31/05/2022,,,,,,,,,"USD 200,000",Professional
5214,NANYANG NCSCS,Debt Securities,,"2,000",,XS1618163452,,,,,,,,,,"USD 200,000",Professional
5215,MENGNIU B2206,Debt Securities,,"2,000",,XS1617823866,05/06/2022,,,,,,,,,"USD 200,000",Professional
5216,CEBHK N2006,Debt Securities,,"2,000",,XS1627600924,13/06/2020,,,,,,,,,"USD 200,000",Professional
5217,SE GLOBAL N2206,Debt Securities,,"2,000",,XS1629363109,13/06/2022,,,,,,,,,"USD 200,000",Professional
5218,FE HORI PCS B,Debt Securities,,"2,000",,XS1628787431,,,,,,,,,,"USD 200,000",Professional
5219,CM BANK N2006,Debt Securities,,"2,000",,XS1623118830,12/06/2020,,,,,,,,,"USD 200,000",Professional
5220,DIANJIAN H SGPS,Debt Securities,,"2,000",,XS1629465797,,,,,,,,,,"USD 200,000",Professional
5221,FWD GP LTD SPCS,Debt Securities,,"2,000",,XS1628340538,,,,,,,,,,"USD 200,000",Professional
5222,AMTD GRP SPS,Debt Securities,,"2,000",,XS1619157859,,,,,,,,,,"USD 200,000",Professional
5223,HNXJ NAD B2111,Debt Securities,,"2,000",,XS1897128630,15/11/2021,,,,,,,,,"USD 200,000",Professional
5224,HILONG N2006,Debt Securities,,"2,000",,XS1628314889,22/06/2020,,,,,,,,,"USD 200,000",Professional
